ID,smiles,density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,BDE
SAWBUN,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-],1.7858,7.346,24.3,4.797,2.613,544,-410.2,256.8
WAHLIA,CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)[N+](=O)[O-],1.2799,3.991,5.7,1.481,1.266,854,-337.4,293.9
YIDPIM,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-],1.5499,5.247,11.3,3.879,1.835,473,132.2,292.5
VINMAG,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-],1.3789,4.291,7.0,2.567,1.498,583,62.6,256.2
YAHQUV,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-],1.3827,4.429,7.5,2.595,1.515,584,-128.8,296.7
OJUNEM,CN(/N=C(/c1ccc(cc1)[N+](=O)[O-])\C=N\N(C)C)C,1.2164,4.8,8.0,2.545,2.383,936,185.8,297.4
UZEWAZ,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.7815,8.304,31.0,5.913,3.907,660,-201.0,118.4
SAMROP,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1,1.3939,5.497,11.6,2.258,2.253,997,-269.3,206.1
ESIRIJ,[O-][N+](=O)c1cccc2c1CN2,1.425,5.271,10.8,3.997,2.387,597,115.9,294.4
WAKWEK,[O-][N+](=O)c1c(c2ccccc2)n(c2c1cc(cc2)[N+](=O)[O-])C,1.4419,4.683,8.6,3.055,1.612,527,-60.2,293.4
LAGVEU,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-],1.5983,6.09,15.6,3.714,2.108,567,-460.6,99.3
TIMKIL,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-],1.381,4.381,7.3,1.717,1.398,814,-253.4,293.1
CUVXOG,[O-][N+](=O)C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9079,9.073,38.5,6.122,4.164,680,-205.2,121.9
IJESUL01,N#C/C(=C(\N(C)C)/N=C(/N(C)C)\C)/[N+](=O)[O-],1.2704,5.034,9.1,2.263,2.251,995,25.6,245.7
ABENAX,COC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],1.6917,6.411,17.9,3.725,2.068,555,-613.2,263.4
BOCYOI,O=NN(c1ccccc1)c1ccc(cc1)[N+](=O)[O-],1.4134,4.851,9.1,3.421,1.891,552,105.8,295.6
JAYZOB,O=C(N(c1ccccc1)OC(=O)C)c1ccc(cc1)[N+](=O)[O-],1.3605,4.336,7.1,2.595,1.356,522,-430.8,288.9
YITJUG,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-],1.4093,4.28,7.1,1.962,1.164,593,-616.8,292.9
MAPPUQ,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C,1.682,6.453,18.1,3.158,2.073,656,-886.7,285.0
UPAJIF,[O-][N+](=O)c1cccc2c1nccc2,1.4544,4.66,8.6,3.115,1.604,514,58.4,267.9
UHIPOS,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2,1.4875,4.868,9.5,2.738,1.485,542,-418.1,315.2
YAWHUB,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-],1.3427,4.218,6.6,2.074,1.44,694,-190.5,293.6
RUWCIV,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-],1.4468,5.05,10.0,3.46,1.987,574,-22.7,247.8
RUVTAD01,O[C@@H]1CCCC[C@H]1Nc1ccc(cc1)[N+](=O)[O-],1.3328,4.122,6.3,1.402,1.197,853,-394.7,313.2
TABZII,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-],1.3359,4.098,6.2,1.964,1.218,620,-329.2,292.2
QECQUN,NC(=C([N+](=O)[O-])[N+](=O)[O-])N1N=C(C[C@@]1(C)O)C,1.4405,6.2,15.0,4.072,2.977,731,-211.8,252.6
WUVXIU,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1,1.5179,5.11,10.6,2.829,1.712,605,-339.4,307.0
FEYLUQ01,[O-][N+](=O)N1CCN(c2c1non2)[N+](=O)[O-],1.8301,8.559,33.5,6.391,4.307,673,305.3,99.4
SUBWIV,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N,1.4343,5.345,11.1,4.212,2.193,520,421.9,290.7
OBUXOA,CCCNc1ccc(cc1[N+](=O)[O-])C#N,1.2953,4.534,7.5,2.318,1.772,764,-8.5,300.6
VIZMAU,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C,1.3768,4.208,6.7,1.961,1.344,685,93.1,275.8
PUBMUU20,[O-][N+](=O)N1[C@@H]2N([C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2N([N+](=O)[O-])[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.04,9.564,44.4,6.401,4.419,690,305.2,146.2
XOJMIT01,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1,1.376,4.82,8.8,2.771,1.888,681,153.8,310.7
UFEFAM,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1,1.4436,5.355,11.2,3.124,2.403,769,93.2,299.8
VIGPIN,N#C[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-],1.5273,5.834,13.9,3.569,2.359,661,-484.2,217.7
ROTXUV,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1,1.4585,4.657,8.6,2.073,1.46,704,-132.7,290.7
ISAJER,O=C(c1ccc(cc1)[N+](=O)[O-])[N-][N+]#N,1.5826,5.941,14.7,4.122,2.163,524,109.8,283.6
XENGAZ,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-],1.3139,4.122,6.2,2.388,1.517,635,-52.1,272.6
PUFMEJ,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1,1.4525,5.038,10.0,3.351,1.949,581,48.5,310.9
WEKGUP,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-],1.8746,8.558,33.9,6.621,3.869,584,99.3,245.1
VIKWER,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C,1.2874,5.319,10.2,3.372,2.98,883,-198.4,228.2
DOWGUR,C[C@@H](C(C)(C)C)[C@@H]1ON=C(C1)c1ccc(cc1)[N+](=O)[O-],1.2324,4.007,5.6,1.632,1.456,892,-275.0,293.6
IKACIH,O=C1OC(C)(C)OC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-],1.4486,4.499,8.0,2.138,1.148,536,-830.1,294.6
SAQZAK,[O-][N+](=O)Cn1nnc(n1)[N+](=O)[O-],1.7998,8.737,34.5,6.173,4.37,707,241.3,170.5
SINRUC,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-],1.4803,4.666,8.7,2.899,1.503,518,-99.4,291.9
JELTEC,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)Cc1ccccc1,1.3843,4.373,7.3,2.349,1.503,639,174.2,
RIQRIV,Oc1ccc2c(c1Nc1ccc(cc1)[N+](=O)[O-])cccc2,1.3909,3.907,5.8,1.92,1.075,559,-188.0,314.0
QARHEZ,CCCN1[C@@H]2[C@@]1([N+](=O)[O-])C(=O)N(c1c2cccc1)C,1.3281,4.402,7.2,1.973,1.523,772,-210.6,220.5
MEPQAA,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1,1.4521,5.18,10.6,3.282,2.063,628,210.0,301.6
HUYGIT,COc1ccc(cc1)/C(=C/C=C/c1ccc(cc1)[N+](=O)[O-])/C#N,1.3219,3.938,5.7,2.305,1.349,585,-20.2,294.0
IDEHAD,[O-][N+](=O)c1c(C)cc[nH]c1=O,1.5266,5.47,12.2,3.281,1.908,581,-221.9,269.5
QIKDAP,Nc1ccc(c(c1)N)[N+](=O)[O-],1.552,5.544,12.7,2.654,1.942,731,-77.6,334.1
RUBYAQ,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C,1.3888,5.136,10.1,3.545,2.182,615,-177.6,277.7
RUTFET,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2,1.3993,4.12,6.5,2.267,1.273,561,-2.2,291.3
POQFIM,COc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-],1.3913,4.72,8.5,3.0,1.83,609,45.6,272.6
ZEVQUM,[O-][N+](=O)C1CN(C1)[N+](=O)[O-],1.6222,7.823,25.9,6.115,4.425,723,-2.3,169.8
POZGER,[O-][N+](=O)c1cccc(c1)n1nncc1c1ccccc1,1.3125,4.286,6.7,2.613,1.54,589,211.5,285.4
SIZLUL,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1,1.339,4.212,6.6,2.078,1.442,694,-189.5,311.6
REZFUA,CN(C(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-],1.3283,4.022,6.0,2.028,1.241,612,-206.5,294.3
SUYREK,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC,1.4143,5.492,11.7,2.44,2.266,928,-437.9,364.1
UZEWIH,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.6209,7.276,22.4,4.782,3.1,648,-727.2,111.1
RAQROR,O=[N+]1O[N-]C2=C1[C@@H]1[C@H]3C=C[C@@H]([C@@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C3,1.6805,6.811,20.1,5.745,3.058,532,411.8,161.9
YOWLUS,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1,1.5504,6.389,16.8,3.881,2.695,694,-210.5,260.6
YIDLEC01,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O,1.6038,6.107,15.7,4.325,2.306,533,-212.6,288.9
ULECOF,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C,1.3448,4.261,6.8,1.729,1.265,731,-680.2,295.9
XIDGIB,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-],1.317,5.382,10.6,3.001,2.707,902,-389.9,318.7
KEPFAN,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-],1.3604,4.766,8.5,2.409,1.792,743,-0.3,202.0
IJUKII,O=C(c1ccccc1O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O,1.4809,4.689,8.8,2.587,1.347,520,-430.8,321.1
MTNANL,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7315,7.746,26.5,5.84,3.532,604,-12.5,113.6
XETJOX,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-],1.5829,6.312,16.6,4.578,2.611,570,69.6,256.6
HAMYAY,C/C(=C/1\N=C(OC1=O)c1ccccc1)/NC(=O)c1cccc(c1)[N+](=O)[O-],1.4497,4.163,6.8,1.993,1.017,510,-509.8,285.6
JABMAD01,[O-][N+](=O)n1ncc(c1)n1cnnn1,1.7284,7.575,25.3,5.468,3.552,649,527.8,154.4
HEXXUE,COc1ccccc1NC(=O)c1cc(C)cc(c1O)[N+](=O)[O-],1.438,4.361,7.4,2.007,1.19,593,-603.3,316.3
NOSNUE,[O-][N+](=O)OCCOC(=O)c1cccnc1,1.4539,5.445,11.7,3.396,1.973,581,-446.5,148.9
PUTCEM,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8298,7.309,24.4,5.264,2.735,519,376.9,266.0
VOPZAB,[O-][N+](=O)c1c(C)cc2n1cccc2,1.4212,4.719,8.6,2.77,1.762,636,3.8,331.5
PABBOJ,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7559,7.31,23.8,5.386,2.872,533,202.6,250.0
GIGQUI01,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])OC)[N+](=O)[O-],1.6185,6.936,20.4,5.028,3.066,609,-452.9,223.2
NEHPOG,COc1ccc(cc1)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-],1.5008,5.751,13.3,4.281,2.324,542,-82.9,220.8
GOZFIM,CN1Cc2ccccc2N[C@H]1c1ccccc1[N+](=O)[O-],1.3636,4.098,6.3,1.735,1.3,749,-16.8,280.2
PAMGIT,N#CC(C(c1ccccc1)(C)C)(/N=N/c1ccc(cc1)[N+](=O)[O-])C#N,1.2962,4.298,6.7,2.505,1.685,672,350.9,282.8
VAZMEP,[O-][N+](=O)c1ccnc2c1[nH]cn2,1.5116,5.472,12.1,3.411,1.863,546,74.7,289.8
JULHED,[O-][N+](=O)c1ccccc1/C=N/N=C/c1ccccc1[N+](=O)[O-],1.4507,5.123,10.3,3.903,2.053,526,195.6,269.4
XIDPEF,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-],1.3934,4.468,7.6,2.114,1.378,652,-290.2,302.1
SAPGAS,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],1.5614,5.895,14.4,3.503,1.992,568,-663.4,263.7
GAKXAT,[O-][N+](=O)c1cccc(c1)/C=N/n1cnnc1,1.4873,5.554,12.3,3.727,2.307,619,325.1,286.6
WAKSUX,[O-][N+](=O)/N=C(/N([N+](=O)[O-])C)\N,1.6441,8.165,28.5,5.761,4.551,790,37.9,143.2
BIHVOE,[O-][N+](=O)c1cc(ccc1OCCOc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.6571,6.481,18.0,4.576,2.471,540,-393.0,264.9
MUFJOO,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.4955,4.741,9.0,3.399,1.464,430,-259.8,261.7
HDNBPP,[O-][N+](=O)c1cc(cc2c1O[C@H]1OCCC[C@H]1C2)[N+](=O)[O-],1.5,5.307,11.3,3.473,1.944,559,-481.9,265.2
PUQQIC,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1cc2ccccc2oc1=O,1.5759,5.116,10.9,3.297,1.605,486,-241.1,296.5
JOYRAQ,C=CCn1c(nc2c(c1=O)cccn2)c1ccc(cc1)[N+](=O)[O-],1.3995,4.291,7.1,2.209,1.285,581,-45.0,288.5
LANWUU,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-],1.4518,5.03,10.0,3.579,1.787,499,-88.0,285.4
TIXPEV,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-],1.3826,5.139,10.0,3.028,2.078,686,64.8,292.1
VIWTAW,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-],1.3647,4.136,6.4,2.255,1.303,577,-268.5,162.0
SITHEK,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])n1cncn1,1.6155,6.321,16.9,4.513,2.473,548,159.4,239.4
LEQTAC,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],1.5649,5.218,11.3,3.181,1.619,508,-314.4,302.0
TIBMIA01,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-],1.888,7.942,29.3,4.889,3.183,651,-46.9,301.7
NANVED,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N,1.429,4.728,8.7,3.146,1.588,504,-334.4,254.8
CUNGAT,CN/C=C/[N+](=O)[O-],1.4107,6.321,15.4,3.923,3.445,878,-83.5,326.8
EVOPIO,OC[C@H]1O[C@H](C[C@@H]1O)n1ncc2c1cccc2[N+](=O)[O-],1.4917,5.026,10.1,2.481,1.593,642,-517.3,293.7
KEPDUF,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1,1.4365,5.05,10.0,2.706,1.9,702,51.1,201.6
LAPWAD,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-],1.667,7.209,22.4,5.496,3.221,586,666.8,243.9
EWUKAI,Nc1ccc(c(c1)C(=O)O)[N+](=O)[O-],1.6041,5.4,12.3,2.672,1.479,553,-437.7,272.6
KAHSAP,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-],1.484,4.529,8.2,2.287,1.264,552,-169.8,301.6
XETKAK,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1,1.5402,6.029,14.9,4.507,2.534,562,175.7,240.8
PNBPIP,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCC1,1.3111,4.128,6.2,1.663,1.273,765,-336.5,291.0
MUTSAW,OCCN1CCN/C/1=C\[N+](=O)[O-],1.4747,5.812,13.4,2.687,2.434,905,-260.7,356.6
WOBJEC,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C,1.2956,3.946,5.6,1.798,1.365,758,46.9,303.5
IJIVEC,[O-][N+](=O)/N=c/1\ccccn1O,1.6078,6.649,18.6,4.974,3.054,614,66.6,86.6
YEJNAC01,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-],1.4702,4.852,9.3,3.088,1.707,552,24.9,272.4
HUCZOV,CC1=NN([C@@H](C1)c1ccccc1)c1cccc(c1)[N+](=O)[O-],1.2814,3.939,5.6,1.891,1.356,717,47.9,294.9
WAQYEV,CCOC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/C#N,1.3714,4.531,7.8,2.798,1.528,546,-279.2,263.7
MAZZOD,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O,1.4407,4.573,8.2,2.069,1.168,564,-719.7,290.6
TEVHEH01,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-],1.79,8.017,29.0,5.376,3.429,637,16.5,284.2
JIZJIL,[O-][N+](=O)c1cnc(n1C)C,1.4201,5.662,12.4,3.1,2.461,794,-46.6,314.3
JADNIM,O=C1C=CC(=CC1=C1NC(C(N1)(C)C)(C)C)[N+](=O)[O-],1.2883,3.956,5.7,1.245,1.06,851,-398.1,322.6
BILMAM,CNC1=C([N+](=O)[O-])[C@@H](C(=C(O1)c1ccccc1)C#N)c1ccccc1,1.3718,4.04,6.2,2.097,1.269,605,-27.3,336.9
KIBSAS01,Nc1onc(n1)c1nonc1[N+](=O)[O-],1.7379,7.756,26.6,5.473,3.405,622,250.9,255.0
WAFBAI,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1,1.3806,4.298,7.0,2.584,1.453,562,134.0,298.1
TIVQEV,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-],1.3937,4.104,6.4,1.629,1.077,661,-284.1,302.6
EZEGAS,COc1cc(/N=C/c2ccc(cc2)[N+](=O)[O-])cc(c1OC)OC,1.385,4.523,7.8,2.45,1.563,637,-435.0,291.9
GEJKUB,[O-][N+](=O)c1ccc(cc1)CNc1ccccc1,1.3338,4.055,6.1,2.011,1.382,687,-25.1,292.9
NIKTEH,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-],1.4729,4.422,7.8,2.794,1.345,481,71.9,288.4
NEDDOP,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N)[N+](=O)[O-],1.5908,5.354,12.0,2.215,1.513,683,-556.1,342.3
LOLJAX02,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-],1.7492,7.713,26.4,5.211,3.354,643,-337.0,171.3
KAXLOK,COC[C@@H]1CCCN1/C=C(/[N+](=O)[O-])\C,1.2595,4.717,7.9,1.991,2.005,1007,-327.4,311.9
CUHZEM,O=C1N(/N=C/c2ccc(cc2)[N+](=O)[O-])CNc2c1cccc2,1.3917,4.451,7.6,2.396,1.45,605,-16.4,294.9
BURJAZ,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@]12CCC[C@@H](O2)CCC1,1.4713,4.982,9.9,2.771,1.662,599,-762.1,278.2
NBARBA,[O-][N+](=O)c1c(O)[nH]c(=O)[nH]c1=O,1.8682,6.71,20.8,2.546,1.566,615,-612.0,337.4
AOMOQU,COc1cc([N+](=O)[O-])c2c(c1OC(=O)C)cccn2,1.4663,4.742,8.9,2.768,1.419,512,-486.7,268.8
MUCGUN,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-],1.5733,5.337,11.8,3.284,1.671,508,-325.1,285.0
DAGREJ,[O-][N+](=O)C[C@@H](C(=O)N1C(=O)O[C@@H]2[C@@]31CC[C@H](C3(C)C)C2)O,1.4414,4.474,7.8,1.479,1.112,751,-1010.5,233.3
SORBUW,[O-][N+](=O)c1ccc(cc1)n1cccc1,1.4295,4.587,8.2,2.777,1.654,595,38.4,296.1
WOGVIY,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-],1.3697,4.401,7.3,2.438,1.527,626,-270.2,293.2
ERETAW,NC(=O)C1=C([N-]O[N+]1=O)[N+]1=NC(=C([N+]1=O)C(=O)N)[N+](=O)[O-],1.7658,7.781,27.1,5.132,3.256,634,70.6,251.0
DIQRON,[O-][N+](=O)O[C@@H]([C@@H]([C@@H](O[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-])[C@H](O[N+](=O)[O-])CO[N+](=O)[O-],1.868,8.844,36.2,5.753,3.991,693,-731.6,131.4
FADGOG,COc1ccc(cc1)[C@H](OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,1.3859,4.672,8.3,3.025,1.566,517,-650.0,277.9
VIKVUG,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C,1.2289,4.799,8.0,2.628,2.451,932,-42.1,185.7
EVIXEM,CC(=O)Nc1[nH]nc(n1)[N+](=O)[O-],1.5764,6.321,16.6,3.284,2.258,687,-142.8,284.9
HIVXOA,[O-][N+](=O)c1ccc2c(c1)c1[nH]c3c(c1CC2)cccc3,1.3591,3.624,4.9,1.64,0.973,593,-50.7,296.5
SUGFOP,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O,1.8177,8.631,33.9,5.669,3.997,705,-574.5,170.6
OMOTEP,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc2c1cccc2[N+](=O)[O-],1.5253,5.15,10.8,2.577,1.565,607,-691.0,291.1
NIZCAA,Cc1cccc(n1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.4216,4.916,9.4,3.253,1.868,574,-79.3,270.4
SIYWIH,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-],1.7395,6.817,20.6,4.148,2.58,622,-102.7,309.0
IKABUS,[O-][N+](=O)c1ccc(c(c1)c1nc2c([nH]1)cccc2)O,1.4999,4.36,7.7,2.104,1.108,526,-189.1,307.1
OJOLAC,O=NC1(COC(OC1)(C)C)[N+](=O)[O-],1.4862,6.262,15.7,4.272,3.021,707,-400.2,63.7
REVRIV,CCn1ncc2c1cccc2[N+](=O)[O-],1.3975,4.856,9.0,2.606,1.833,703,14.2,293.5
GEZKII,COc1ccc(cc1)n1ccc(c1c1ccc(cc1)[N+](=O)[O-])C=O,1.3749,4.021,6.1,2.133,1.186,556,-280.7,292.7
XIZSAD,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1,1.3848,5.019,9.6,2.399,1.96,817,173.8,406.6
BAKLII,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])O,1.8905,7.908,29.1,4.76,2.984,626,-258.8,274.3
XENJOQ,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-],1.3745,4.443,7.5,2.155,1.428,662,-554.4,309.2
ACOWOE,O=CN1CC(C1)([N+](=O)[O-])[N+](=O)[O-],1.6778,7.552,24.7,5.248,3.526,671,-179.6,168.9
OXISEV,[O-][N+](=O)c1nn(cn1)C=C,1.5043,6.393,16.5,4.69,3.001,639,171.9,280.1
NHANTQ,Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1[N+](=O)[O-])[N+](=O)[O-],1.7145,5.634,13.9,3.253,1.435,441,-637.8,249.0
GAVGIU,Oc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-],1.3316,4.13,6.3,2.456,1.437,584,-67.2,272.2
ERIWIL,O=c1cc(C)c(c([nH]1)C)[N+](=O)[O-],1.443,5.092,10.2,2.66,1.773,666,-278.7,283.7
COGFUB,[O-][N+](=O)c1n(/N=N/n2cnc(c2[N+](=O)[O-])[N+](=O)[O-])cnc1[N+](=O)[O-],1.7676,8.328,31.0,6.456,4.017,622,587.9,252.8
KADZIY,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-],1.425,4.265,7.1,2.19,1.14,520,-402.5,303.1
CUTWUJ,[O-][N+](=O)[C@H]1C(=C[C@@](C(=O)[C@@]1(C)[N+](=O)[O-])(C)[N+](=O)[O-])C(C)(C)C,1.3959,5.634,12.2,3.75,2.666,710,-511.7,82.9
KEMTIF,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7385,7.939,27.9,5.505,4.036,733,2.0,164.8
NIPCIM,[O-][N+](=O)c1ccc(cc1)N=C=Nc1ccc(cc1)[N+](=O)[O-],1.502,5.162,10.7,3.95,1.869,473,152.3,292.2
LEBGEE,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,1.4555,5.785,13.2,4.013,2.643,658,-12.2,298.8
DUTQOZ,[O-]C(=O)c1cc(cc(c1)[N+](=O)[O-])c1cc[nH+]cc1,1.5201,4.759,9.2,3.132,1.437,458,-205.4,282.5
WEKGOJ,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-],1.7508,7.772,26.9,5.768,3.321,575,7.8,243.2
JIJROJ,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O[N+](=O)[O-])O)O[N+](=O)[O-],1.6122,7.47,23.6,5.071,3.538,697,-944.4,130.6
WADCOW,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1,1.334,3.656,5.0,1.403,0.989,705,-127.3,309.1
DNBENZ10,[O-][N+](=O)c1cccc(c1)[N+](=O)[O-],1.5754,6.324,16.6,4.872,2.598,533,-59.9,280.9
VOPZOP,Cc1cccn2c1c([N+](=O)[O-])c(c2)C,1.3741,4.48,7.6,2.313,1.636,707,-44.1,316.6
