ID,smiles,density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,BDE
GARBUY,[O-][N+](=O)c1ccc(c(c1)C(=O)O)N,1.601,5.299,11.8,2.49,1.378,553,-470.9,305.7
CATJIQ01,[O-][N+](=O)N1CC(CN(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.8706,8.926,36.9,6.285,4.399,699,-130.8,143.8
MEDNEQ,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-],1.8122,6.734,20.6,3.917,2.122,541,-202.0,262.1
LAGGAE,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-],1.4338,4.383,7.5,2.507,1.392,555,-118.9,301.3
QIRQOZ,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C,1.435,4.958,9.6,2.738,1.744,637,-52.0,287.4
HUMSAJ,CC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1ccccc1,1.406,4.968,9.5,3.135,2.012,641,17.0,297.8
JAJBEB,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2C([C@H]3[C@H]4C1([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.828,7.913,28.6,5.752,3.407,592,-151.3,121.2
TEHGUI,Cc1ccc(c(c1)[N+](=O)[O-])N,1.379,4.843,8.9,2.476,1.824,736,-107.3,312.4
HEGBON,O=C1OC(=N/C/1=C\c1ccco1)c1ccc(cc1)[N+](=O)[O-],1.5549,4.713,9.2,2.863,1.241,433,-353.4,287.4
YILNOY,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2,1.7503,7.334,23.9,4.382,2.933,669,124.8,303.9
ADEWEM,C/C(=N\Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/c1ccccc1,1.549,5.77,13.7,4.335,2.321,535,64.2,242.8
BUDKER,COc1cccc(c1c1c(OC)cccc1[N+](=O)[O-])[N+](=O)[O-],1.4415,4.976,9.7,3.513,1.811,515,-386.4,277.2
RAKMUM,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-],1.3661,4.358,7.2,1.833,1.507,822,-34.5,298.2
QANWAE,Oc1ccc(cc1/C=N/C1CC1)[N+](=O)[O-],1.4025,4.822,8.9,2.82,1.839,652,-144.7,305.8
ZOKREY,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C,1.3974,4.647,8.3,2.184,1.533,701,-512.6,283.0
LOLGUP,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1,1.4261,4.518,7.9,2.609,1.537,589,210.5,287.5
MEWTUF,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-],1.2809,4.316,6.7,1.781,1.499,841,-493.7,207.5
ZIZCES,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C,1.3989,4.273,7.0,2.177,1.268,582,-140.0,288.9
COQVAF,N#C/C(=C\c1ccccc1OC)/[N+](=O)[O-],1.398,4.849,9.0,3.502,1.922,548,-11.2,223.6
OCAYID,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C,1.3245,4.084,6.2,1.732,1.277,737,-62.7,156.9
MNABTZ10,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2,1.4073,4.767,8.8,2.834,1.807,637,312.9,279.6
ZIFLOS01,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,1.3181,3.592,4.7,1.757,1.085,617,26.0,304.4
UTOHUH,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-],1.4215,4.875,9.2,2.646,1.757,664,-343.0,293.5
HONHOJ,O=C(c1cccnc1)/C=C/c1ccc(cc1)[N+](=O)[O-],1.4166,4.301,7.2,2.642,1.398,528,-54.4,289.2
CIWMAW01,Nc1nc(N)c(nc1[N+](=O)[O-])[N+](=O)[O-],1.8116,7.614,26.3,4.337,2.914,671,-11.0,270.8
DNOPHL03,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])O,1.6719,6.702,19.4,4.633,2.537,547,-222.9,265.2
GAZBEQ,COC(=O)c1cc(ncc1C(=O)OC)c1ccccc1[N+](=O)[O-],1.4222,4.379,7.4,2.358,1.169,496,-709.3,263.0
VOHZOI,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-],1.5897,5.982,15.0,4.478,2.348,524,96.3,213.1
VIQWOI,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C,1.239,3.756,4.9,1.501,1.175,782,-296.1,299.4
YAYDIN,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-],1.4628,4.926,9.6,3.244,1.674,516,-21.6,299.8
ZZZFKK01,N#C/C(=C\c1ccc(cc1)N(C)C)/c1ccc(cc1)[N+](=O)[O-],1.2983,3.944,5.7,2.0,1.376,687,102.6,297.0
GEXKUP,N/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1,1.3634,4.186,6.6,2.043,1.329,650,8.8,304.4
ZUHQOI,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C,1.5929,6.619,18.4,4.5,3.067,681,-176.9,140.0
NIEQIN,CCOc1cc([N+](=O)[O-])c2c(c1)C(=CC(N2)(C)C)C,1.2727,3.939,5.6,1.425,1.218,854,-352.1,319.5
FUWNIU,[O-][N+](=O)OCCNC(=O)c1cccnc1,1.4779,5.473,11.9,3.202,2.039,636,-291.8,153.4
CAVROG,N#CC([C@]1(C)C(=C1C)C)(c1ccc(cc1)[N+](=O)[O-])C#N,1.2503,4.295,6.5,2.955,1.983,670,305.6,288.4
PNOIZB,[O-][N+](=O)c1cccn2c1cc(c2)c1ccccc1,1.4066,4.076,6.4,2.342,1.322,564,73.7,290.7
PAMNIA,O=C1CCCN1c1cccc(c1)[N+](=O)[O-],1.4612,4.629,8.5,2.151,1.403,652,-282.5,289.1
ADAVIL,CCOc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-],1.3066,4.009,5.9,2.075,1.412,680,-111.4,272.9
TADVAW,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,1.3616,5.474,11.3,3.693,2.625,710,-36.6,298.4
NIKVAF,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1,1.3495,4.401,7.2,2.137,1.478,691,-172.1,294.0
ZONKAO,CN(c1cccc(c1)OCCOc1ccc(cc1)[N+](=O)[O-])C,1.3479,4.275,6.8,1.942,1.44,741,-380.9,303.2
GUZKET,O=C(Cn1cccc(c1=O)[N+](=O)[O-])Nc1ccccc1,1.4987,4.647,8.7,2.262,1.299,574,-349.9,273.5
TAFMEV,COc1ccc(c(c1)[N+](=O)[O-])Nc1ncccn1,1.4764,5.011,10.0,2.652,1.69,637,-73.1,293.7
IQOMIL,N#CC(=C1C[C@H](c2ccco2)[C@H]([C@H](C1)c1ccco1)[N+](=O)[O-])C#N,1.3854,4.459,7.6,2.834,1.571,554,-52.1,209.3
TUSYAJ,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-],1.5401,6.61,17.9,4.307,3.39,787,135.3,133.8
MUDYOA,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-],1.5049,4.817,9.4,2.584,1.483,574,-262.1,307.6
UZEWED,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.7183,8.262,30.0,6.285,4.304,684,36.0,108.2
SOJGED01,[O-][N+](=O)c1ccc(o1)/C=N\O,1.6278,6.719,19.2,4.9,2.814,574,-114.1,302.1
MAZXEQ,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-],1.5876,4.782,9.6,3.0,1.292,430,-394.8,283.9
YAHREG,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2,1.4004,4.086,6.4,2.433,1.229,505,-78.4,295.7
DIHNOY,C/C(=N\Oc1ccc(cc1)[N+](=O)[O-])/c1ccccc1,1.3649,4.402,7.3,2.716,1.663,612,-30.1,303.8
KEPVIK,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-],1.547,4.511,8.4,3.457,1.325,383,39.9,241.9
TUSZOX,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O,1.4086,5.027,9.7,2.305,1.761,764,-292.1,
DACYEL,[O-][N+](=O)c1c(C(=O)O)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N,1.863,7.58,26.5,4.362,2.638,604,-436.6,270.8
AGAXUD,[O-][N+](=O)c1ccc(cc1)Cc1ccncc1,1.3499,4.154,6.5,2.271,1.425,627,2.3,293.5
WEHCIX,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-],1.3596,4.146,6.5,2.783,1.405,505,14.7,289.7
FESNEW16,COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.5965,6.37,17.0,4.609,2.606,565,-208.3,264.5
ZELPAK,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-],1.4204,4.512,7.9,2.231,1.366,612,-475.4,286.7
ROFHAV,O=C1C[C@@H]([C@@H]2O[C@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-],1.6899,6.645,19.2,4.162,2.462,591,-377.9,258.6
DAFGAS,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2[C@H]3[C@H]4C1([N+](=O)[O-])[N+](=O)[O-],1.7174,7.178,22.6,5.511,3.165,574,-37.5,176.4
AMNTPY,[O-][N+](=O)c1cccnc1N,1.5555,5.826,14.0,3.396,2.189,644,-11.6,304.1
JULWAO20,[O-][N+](=O)c1ccc(cc1)/N=N/C1(C)C(=O)c2c(C1=O)cccc2,1.3877,4.332,7.2,2.674,1.356,507,-141.2,289.6
NATHAS,COc1cccc(c1)/C(=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/C,1.5178,5.695,13.2,4.163,2.299,552,-112.9,247.4
ROWHUI,O=C(c1ccccc1Oc1ccccn1)c1ccc(cc1)[N+](=O)[O-],1.4215,4.027,6.3,2.263,1.108,489,-243.3,288.7
FUHSEG,N#C/C(=C\c1ccccc1)/[N+](=O)[O-],1.3548,4.65,8.1,3.71,1.91,514,161.9,222.2
VEXFEJ,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.5967,5.601,13.2,3.617,1.727,477,-576.7,242.3
ZOHSOE,N#CCCN([N+](=O)[O-])CCC#N,1.3577,5.74,12.4,3.668,2.933,799,132.6,164.6
JAPKIU,NNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7751,7.754,27.0,5.537,3.445,622,50.7,246.6
XETYUS,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-],1.3818,4.869,9.0,2.224,1.709,768,34.5,263.9
IGAGON,[O-][N+](=O)c1cc(ccc1/N=N/C([N+](=O)[O-])(C)C)[N+](=O)[O-],1.5121,6.413,16.6,4.946,3.033,613,13.8,96.2
VIRHEJ,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C,1.312,3.646,4.9,1.733,1.116,644,-1.9,309.4
PESQOW,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2,1.3411,3.536,4.7,1.501,0.919,612,10.2,290.3
OLOHEC,O=C1C=CC=C/C/1=C/Nc1ccc(cc1O)[N+](=O)[O-],1.5038,4.619,8.6,2.616,1.362,520,-292.6,294.3
SAFMAQ,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-],1.6449,6.827,19.9,4.932,2.774,562,175.1,280.4
SUVQOP,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-],1.3819,4.383,7.3,1.909,1.36,712,-305.5,305.4
URICOP,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1,1.4188,4.002,6.2,2.036,1.152,565,80.3,293.0
QEVFEC,O=C(c1ccccc1)/C=c/1\[nH]c2cc(ccc2oc1=O)[N+](=O)[O-],1.498,4.307,7.5,2.492,1.08,433,-439.4,290.1
XATZUO,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-],1.3834,4.372,7.3,2.457,1.431,582,-64.7,293.2
KEZMEK,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-],1.3681,4.405,7.3,2.013,1.454,722,-46.8,296.5
TNIOAN,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N,1.7734,7.535,25.4,5.228,3.081,589,-80.1,283.6
CAYMAR,[O-][N+](=O)c1cccc2c1nc(NCc1ccccc1)cc2,1.3476,3.898,5.7,1.812,1.164,642,22.1,280.2
MAYKIJ,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-],1.4147,4.896,9.3,2.06,1.708,829,-653.1,266.2
PABPUD,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C,1.3087,4.235,6.6,1.565,1.407,898,-54.6,311.6
KOFKUM,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-],1.4257,4.697,8.6,3.522,1.752,497,-16.6,287.3
VEGHEU,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-],1.8385,8.102,30.1,5.056,3.331,658,-240.6,148.7
LATWOS,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1,1.6316,5.934,15.0,4.437,2.034,458,2.9,251.1
LIVWET02,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,1.3952,4.635,8.2,2.16,1.488,688,-163.8,292.1
CANXIA,OCC(C([N+](=O)[O-])(CO)CO)([N+](=O)[O-])CO,1.6901,7.039,21.6,3.786,2.826,746,-939.4,160.0
XUGNIW,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-],1.4064,4.708,8.5,2.888,1.761,609,16.6,294.1
WERVEU02,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],1.5918,6.194,16.1,3.603,2.241,622,-210.5,306.9
GEPPUN,CCN(c1ccccc1)C(=O)COc1ccc(cc1)[N+](=O)[O-],1.3005,3.977,5.8,1.78,1.195,671,-433.5,306.5
OBUWUF,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2,1.4338,4.19,6.9,2.175,1.163,534,-238.8,286.5
PORFUZ,Cc1ccc2c(c1)[n+]([O-])cc(c2)[N+](=O)[O-],1.4417,4.986,9.7,3.615,1.984,548,11.9,282.6
VEKNUV,N=C1OC2(CCCC2)Nc2c1cc(cc2)[N+](=O)[O-],1.4219,4.525,7.9,1.899,1.377,725,-256.6,303.0
BIPJUF,[O-][N+](=O)c1cc(ccc1C(=O)O)[N+](=O)[O-],1.6734,6.434,17.9,4.01,2.118,528,-422.0,247.0
SAXBUR,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1,1.4311,4.369,7.4,3.005,1.518,505,73.8,276.3
SAWNAH,[O-][N+](=O)c1cc(no1)C(=O)OC,1.6138,6.675,18.8,4.386,2.57,586,-320.9,274.2
HIPSII,Cc1ccc(cc1)N1C[C@H]2[C@]3(C1)C=C[C@]([C@@H]2C)(O3)[N+](=O)[O-],1.3613,4.166,6.5,1.794,1.404,782,-212.4,256.9
WEFBAM,Nc1ccc(cc1NCc1ccccc1)[N+](=O)[O-],1.3596,4.19,6.6,1.794,1.322,737,-47.6,307.3
OCOMOK,OC(=O)CCNc1ccc(cc1)[N+](=O)[O-],1.4114,4.696,8.5,2.186,1.399,639,-508.4,312.7
AZAGAJ,[O-][N+](=O)c1cc(ccc1N/N=C/1\C[C@H]2C[C@@H]1c1c2cccc1)[N+](=O)[O-],1.3898,4.723,8.5,3.058,1.823,596,66.3,299.6
CANKIL,CNC1=NC(=C(/C/1=N\c1ccccc1)[N+](=O)[O-])NC,1.3527,4.666,8.2,2.136,1.662,778,69.8,341.3
EYOVIX,COc1c2nonc2c2c(c1[N+](=O)[O-])non2,1.767,7.409,24.5,5.758,3.129,543,312.2,250.3
ZAPDUR,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-],1.4596,4.635,8.5,2.292,1.446,630,-74.6,288.1
CUNTOU,CC(=O)/C(=N/Nc1ccccc1[N+](=O)[O-])/C,1.3639,4.897,9.0,2.706,1.919,709,-127.5,303.9
YELPUD,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-],1.4868,4.98,9.9,3.094,1.553,501,-511.6,286.1
NUKBOK,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C,1.2473,3.711,4.9,1.144,1.048,915,-232.0,296.0
YEJCOH,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC,1.4511,4.922,9.5,2.454,1.57,639,-452.3,306.7
ACEMUR,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccc2c(c1)OCO2)[N+](=O)[O-],1.5967,5.584,13.1,3.78,1.924,508,-161.4,296.1
MUBGUM,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-],1.3724,4.682,8.3,2.038,1.635,802,-398.8,313.1
YIKCIE,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C,1.4627,5.039,10.0,2.472,1.763,713,50.9,254.7
NEMLIA,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O,1.4429,4.72,8.7,2.528,1.578,624,-241.8,310.0
FIWGEY,CC1(C)N=C([C@@H]2N1[C@H]2c1ccc(cc1)[N+](=O)[O-])c1ccccc1,1.2629,3.75,5.0,1.693,1.234,729,36.1,296.1
DEJWEU,CCOC(=O)/C(=C(/O)\C)/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.4445,5.197,10.6,3.165,1.796,567,-714.3,269.5
QQQAIY04,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1,1.3152,4.034,6.0,2.406,1.43,594,60.2,290.7
LEWJUS,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-],1.6338,5.686,13.8,3.673,1.776,483,-461.2,216.1
VUJVOL,CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-],1.3615,3.796,5.4,1.623,1.06,653,-94.2,305.6
LEDYOK,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC,1.4564,4.888,9.4,2.475,1.448,584,-791.1,273.3
TIVMUH,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-],1.3818,4.081,6.3,1.628,1.076,661,-284.3,302.5
YEFFAR,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.4925,5.3,11.3,3.585,2.033,566,-76.3,299.0
HULJON,[O-][N+](=O)c1ccc(cc1)NN=C1CCCC1,1.2852,4.486,7.3,2.208,1.806,817,0.0,309.1
EDOREW,N#[N+]/N=C\1/C(=CC2=[NH+]N=NC2=C1[N+](=O)[O-])[N+](=O)[O-],1.7724,7.643,26.2,5.651,3.291,582,580.1,237.6
VIKYUJ,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-],1.7288,6.992,21.6,5.099,2.977,583,-140.1,126.4
DELZAV,O=C1[C@](C)(O)[C@H]([N+](=O)[O-])C(=C[C@]1(O)c1ccccc1)[N+](=O)[O-],1.5341,5.385,11.9,3.372,1.839,545,-612.5,154.1
UGUHEJ,CC(=O)Nc1cccc(c1)[N+](=O)[O-],1.4249,4.763,8.8,2.416,1.502,622,-290.8,290.9
QOQWUO,O=Cc1cn(nc1c1cc(C)ccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.513,4.969,10.0,3.269,1.591,486,-251.4,243.0
SAWBOH,[O-][N+](=O)c1cc(cc(c1C(=O)N)[N+](=O)[O-])[N+](=O)[O-],1.7375,7.218,23.1,4.833,2.748,568,-231.8,249.4
CAJTEM,[O-][N+](=O)c1ccc2n(c1)c(cn2)c1ccccc1,1.3822,4.25,6.9,2.464,1.385,562,105.3,295.8
FULKUS,[O-][N+](=O)c1cccc2c1[nH]nc2,1.5603,5.433,12.2,3.504,1.925,549,87.4,308.0
IHOGER,C[C@@H]([C@@H](c1ccccc1)CC#N)OC(=O)c1ccc(cc1)[N+](=O)[O-],1.2719,3.745,5.0,1.726,1.073,622,-408.3,284.7
ZUGPUM,[O-][N+](=O)[C@]12CN(C[C@@]2(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8078,8.231,30.7,5.69,3.928,690,-95.3,149.5
YALQEK,Cn1nc(c(n1)[N+](=O)[O-])N,1.5763,6.944,20.1,4.134,3.237,782,107.5,323.3
HABZIT,N#CCC[C@]1(CCCCCCC1=O)[N+](=O)[O-],1.2638,4.326,6.7,1.752,1.576,899,-333.1,151.3
WIGTOX,CC(=O)Cn1c(C)ncc1[N+](=O)[O-],1.4007,5.229,10.5,2.681,1.968,734,-234.9,320.3
LOLHOK,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1,1.4839,4.637,8.6,2.608,1.537,589,210.3,291.0
GAQMOB,Cn1cc2c(n1)c(ccc2)[N+](=O)[O-],1.4842,5.244,11.0,3.201,2.025,632,82.9,282.0
XAHMIE01,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2,1.892,9.098,38.5,6.682,4.609,689,375.5,100.1
OSIDEB,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2,1.4841,4.237,7.2,2.059,0.919,446,-737.7,286.4
CACBUF,CC(=O)Nc1c(C)cc(cc1[N+](=O)[O-])C,1.295,4.192,6.4,1.685,1.269,753,-375.2,260.0
VIMFUV,[O-][N+](=O)c1c(ccc2c1non2)Nc1ccc(cc1)C(=O)C,1.5415,5.158,10.9,3.416,1.797,526,50.5,298.2
YUNJOG,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-],1.3651,4.807,8.7,3.506,2.252,642,130.1,309.3
EYOGAC,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-],1.3724,4.682,8.3,2.038,1.635,802,-398.8,313.1
MAYKAB,C#CCN1[C@@H](C[N+](=O)[O-])[C@H]2[C@@H]([C@H]1[C@@H](O)C)OC(O2)(C)C,1.2846,4.667,7.9,2.154,1.867,867,-597.7,
YAHDIW,[O-][N+](=O)c1cccc(c1)NCc1ccccc1,1.3298,4.004,5.9,1.926,1.324,687,-44.5,294.6
IQOPIO,N#CC(=C(C[C@H](c1ccccc1)C[N+](=O)[O-])C)C#N,1.2189,4.063,5.7,2.299,1.615,702,102.6,231.6
REZGEL,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C,1.3563,4.184,6.6,2.041,1.278,626,-383.8,295.2
FOMQEE,COc1c([N+](=O)[O-])c(cc(c1OC(=O)C)C)/C=C(/[N+](=O)[O-])\C,1.4447,5.211,10.7,3.376,1.951,577,-650.3,240.9
RAMSAZ,[O-][N+](=O)c1ccc(cc1)CN1[C@@H]2[C@H]1COCOC2,1.37,4.844,8.9,2.731,1.957,716,-284.6,296.5
CODYAX,[O-][N+](=O)c1ccc(cc1)/N=N/c1ccc(c(c1)C(=O)O)O,1.5398,4.858,9.7,2.718,1.325,487,-409.1,292.0
OGEPUM01,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2,1.4773,4.139,6.8,1.973,1.055,535,-147.4,289.2
PICRAC17,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O,1.789,7.62,26.2,5.323,2.994,562,-227.3,255.2
HOTFEC,O=C(c1cccc(c1O)[N+](=O)[O-])Nc1ccccc1,1.4535,4.369,7.5,2.289,1.192,520,-376.9,315.7
BYPOXO,O=C1OC(=N/C/1=C\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,1.5349,4.974,10.1,3.338,1.488,445,-254.5,257.6
JUNBEB,[O-][N+](=O)c1nnc2n(c1N)nc(c2[N+](=O)[O-])[N+](=O)[O-],1.9461,8.651,35.4,5.877,3.657,622,360.4,248.7
TACGIN,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-],1.5696,6.544,17.8,4.703,2.876,611,195.4,310.1
MICMAM,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.4432,5.587,12.2,3.544,2.469,696,-170.0,299.7
CUBKAN,COc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-],1.5271,4.418,8.0,2.423,1.092,450,-489.8,280.9
UGUGIM,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8614,9.025,37.6,6.431,4.654,723,179.5,142.8
LEFRAP,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],1.7247,8.167,29.4,5.805,4.265,734,-57.5,160.6
DIBRUE,[O-][N+](=O)Nc1nonc1c1nnc(o1)/N=N/c1nnc(o1)c1nonc1N[N+](=O)[O-],1.7674,7.988,28.5,5.828,3.557,610,839.2,125.6
DMNPPO,O=C1C[C@](C(=O)N1C)(C)c1ccccc1[N+](=O)[O-],1.3887,4.27,7.0,1.826,1.154,632,-514.6,256.2
XAVMOW,ONC(=O)c1ccc(cc1)[N+](=O)[O-],1.584,5.818,14.1,3.724,2.062,553,-246.2,285.5
EYEFOE,COc1ccc(c(c1)O)/C=N/c1cc([N+](=O)[O-])c(cc1N)[N+](=O)[O-],1.571,5.388,12.1,3.327,1.795,539,-349.9,248.5
BORHIA,O=C(N/N=C/c1ccc(o1)[N+](=O)[O-])NCCc1ccccc1,1.4103,4.727,8.6,2.359,1.574,667,-255.0,307.0
PAWGUR,[O-][N+](=O)C(Cc1c[nH]c2c1cccc2)(C)C,1.2412,3.727,4.9,1.337,1.098,821,-192.2,228.3
CUKRUW,[O-][N+](=O)c1ccc(cc1)c1ncc2n1nc(o2)C1CCC1,1.4318,4.821,9.1,2.82,1.778,630,75.3,299.1
SEKHEW,C#[N+]C(CC([N+](=O)[O-])(C)C)(C)C,1.1485,4.42,6.5,1.943,2.047,1053,-153.3,206.1
KUBPUS,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-],1.5971,7.285,22.3,5.418,3.807,702,-47.6,119.5
DAVXUT,[O-][N+](=O)C1=C(C)[C@](C)([N+](=O)[O-])C(=O)[C@@]([C@@]1(C)[N+](=O)[O-])(C)O,1.4955,6.132,15.1,4.141,2.678,646,-615.9,95.7
